county,eoa_name,service_zip_codes,HCPCS_Code,rate,rate_type_service,rate_type_provider,source_url,other_research_comments,other_source_urls,effective_date,NPI,gaso_npi,provider_name,data_quality_flag,research_notes
Sonoma,EOA 1,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0427,3174.4,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/2025%20Rate%20Increase%20EOA%201%20matrix.pdf,Updated from 2025 individual rate filing,,2025-09-09,1558981787,,Sonoma County Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,EOA 1,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0429,2919.32,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/2025%20Rate%20Increase%20EOA%201%20matrix.pdf,Updated from 2025 individual rate filing,,2025-09-09,1558981787,,Sonoma County Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,EOA 1,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0433,3100.0,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/2025%20Rate%20Increase%20EOA%201%20matrix.pdf,Updated from 2025 individual rate filing,,2025-09-09,1558981787,,Sonoma County Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,EOA 1,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0998,563.2,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/2025%20Rate%20Increase%20EOA%201%20matrix.pdf,Updated from 2025 individual rate filing,,2025-09-09,1558981787,,Sonoma County Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,County-wide,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0425,42.0,911,county,https://www.pressdemocrat.com/2025/05/27/sonoma-countys-largest-ambulance-provider-wants-a-nearly-25-rate-increase-heres-a-closer-look-at-its-proposal/,"Verified from Press Democrat - Sonoma County Fire District EOA-1 ALS base rate $3,100 (pending 24.25% increase)",https://npiregistry.cms.hhs.gov/ | https://www.coastalvalleysems.org/ | https://www.coastalvalleysems.org/resources/pdf/ambulancerates.pdf,2024-01-01,1871527887,1447454533,Sonoma County Fire District / Medic Ambulance,Verified,Rates from Press Democrat news article (May 2025) about Medic Ambulance rate increase proposal. Data quality: Fallback source - news article. Rates reflect the proposed/approved 2025 schedule.
Sonoma,County-wide,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0426,2900.0,911,county,https://www.pressdemocrat.com/2025/05/27/sonoma-countys-largest-ambulance-provider-wants-a-nearly-25-rate-increase-heres-a-closer-look-at-its-proposal/,"Verified from Press Democrat - Sonoma County Fire District EOA-1 ALS base rate $3,100 (pending 24.25% increase)",https://npiregistry.cms.hhs.gov/ | https://www.coastalvalleysems.org/ | https://www.coastalvalleysems.org/resources/pdf/ambulancerates.pdf,2024-01-01,1871527887,1447454533,Sonoma County Fire District / Medic Ambulance,Verified,Rates from Press Democrat news article (May 2025) about Medic Ambulance rate increase proposal. Data quality: Fallback source - news article. Rates reflect the proposed/approved 2025 schedule.
Sonoma,County-wide,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0427,3100.0,911,county,https://www.pressdemocrat.com/2025/05/27/sonoma-countys-largest-ambulance-provider-wants-a-nearly-25-rate-increase-heres-a-closer-look-at-its-proposal/,"Verified from Press Democrat - Sonoma County Fire District EOA-1 ALS base rate $3,100 (pending 24.25% increase)",https://npiregistry.cms.hhs.gov/ | https://www.coastalvalleysems.org/ | https://www.coastalvalleysems.org/resources/pdf/ambulancerates.pdf,2024-01-01,1871527887,1447454533,Sonoma County Fire District / Medic Ambulance,Verified,Rates from Press Democrat news article (May 2025) about Medic Ambulance rate increase proposal. Data quality: Fallback source - news article. Rates reflect the proposed/approved 2025 schedule.
Sonoma,County-wide,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0428,2400.0,911,county,https://www.pressdemocrat.com/2025/05/27/sonoma-countys-largest-ambulance-provider-wants-a-nearly-25-rate-increase-heres-a-closer-look-at-its-proposal/,"Verified from Press Democrat - Sonoma County Fire District EOA-1 ALS base rate $3,100 (pending 24.25% increase)",https://npiregistry.cms.hhs.gov/ | https://www.coastalvalleysems.org/ | https://www.coastalvalleysems.org/resources/pdf/ambulancerates.pdf,2024-01-01,1871527887,1447454533,Sonoma County Fire District / Medic Ambulance,Verified,Rates from Press Democrat news article (May 2025) about Medic Ambulance rate increase proposal. Data quality: Fallback source - news article. Rates reflect the proposed/approved 2025 schedule.
Sonoma,County-wide,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0429,2400.0,911,county,https://www.pressdemocrat.com/2025/05/27/sonoma-countys-largest-ambulance-provider-wants-a-nearly-25-rate-increase-heres-a-closer-look-at-its-proposal/,"Verified from Press Democrat - Sonoma County Fire District EOA-1 ALS base rate $3,100 (pending 24.25% increase)",https://npiregistry.cms.hhs.gov/ | https://www.coastalvalleysems.org/ | https://www.coastalvalleysems.org/resources/pdf/ambulancerates.pdf,2024-01-01,1871527887,1447454533,Sonoma County Fire District / Medic Ambulance,Verified,Rates from Press Democrat news article (May 2025) about Medic Ambulance rate increase proposal. Data quality: Fallback source - news article. Rates reflect the proposed/approved 2025 schedule.
Sonoma,Sonoma Valley,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0422,156.0,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/Sonoma%20Valley%20Fire%20District%202025%20Rates.pdf,Updated from 2025 individual rate filing,,2025-01-01,1386647857,,Sonoma Valley Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,Sonoma Valley,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0425,33.0,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/Sonoma%20Valley%20Fire%20District%202025%20Rates.pdf,Updated from 2025 individual rate filing,,2025-01-01,1386647857,,Sonoma Valley Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,Sonoma Valley,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0426,2801.0,IFT,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/Sonoma%20Valley%20Fire%20District%202025%20Rates.pdf,Updated from 2025 individual rate filing,,2025-01-01,1386647857,,Sonoma Valley Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,Sonoma Valley,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0427,2801.0,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/Sonoma%20Valley%20Fire%20District%202025%20Rates.pdf,Updated from 2025 individual rate filing,,2025-01-01,1386647857,,Sonoma Valley Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,Sonoma Valley,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0428,1342.0,IFT,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/Sonoma%20Valley%20Fire%20District%202025%20Rates.pdf,Updated from 2025 individual rate filing,,2025-01-01,1386647857,,Sonoma Valley Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,Sonoma Valley,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0429,2801.0,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/Sonoma%20Valley%20Fire%20District%202025%20Rates.pdf,Updated from 2025 individual rate filing,,2025-01-01,1386647857,,Sonoma Valley Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,Sonoma Valley,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0433,2801.0,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/Sonoma%20Valley%20Fire%20District%202025%20Rates.pdf,Updated from 2025 individual rate filing,,2025-01-01,1386647857,,Sonoma Valley Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Sonoma,Sonoma Valley,"94922, 94923, 94926, 94928, 94931, 94951, 94952, 94954, 95401, 95403, 95404, 95405, 95407, 95409, 95412, 95416, 95419, 95421, 95425, 95430, 95431, 95436, 95439, 95441, 95442, 95444, 95446, 95448, 95450, 95452, 95462, 95465, 95471, 95472, 95476, 95480, 95486, 95492, 95497",A0998,160.0,911,county,https://www.coastalvalleysems.org/filelink/fileman-files/Ambulance%20Rates/Sonoma%20Valley%20Fire%20District%202025%20Rates.pdf,Updated from 2025 individual rate filing,,2025-01-01,1386647857,,Sonoma Valley Fire District,Scraped,"CVEMSA annual rate survey is the authoritative source for Mendocino and Sonoma county provider rates. Each provider files individual rate schedules with CVEMSA. Where 2025 individual filings are available, those supersede the 2024 survey. HCPCS codes mapped directly from the survey columns. Oxygen charges from the 'Other Charges' section mapped to A0422 (Ambulance service, oxygen and oxygen supplies)."
Stanislaus,County-wide IFT,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95363, 95367, 95368, 95380, 95382, 95386, 95387",A0425,70.0,IFT,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - IFT Non-Emergency,,2024-07-01,1093578619,,Allstar Ambulance,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,County-wide IFT,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95363, 95367, 95368, 95380, 95382, 95386, 95387",A0428,2350.0,IFT,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - IFT Non-Emergency,,2024-07-01,1093578619,,Allstar Ambulance,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,County-wide IFT,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95363, 95367, 95368, 95380, 95382, 95386, 95387",A0425,65.52,IFT,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - IFT Non-Emergency,,2024-07-01,1467744367,,AmWest Ambulance,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,County-wide IFT,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95363, 95367, 95368, 95380, 95382, 95386, 95387",A0426,3722.16,IFT,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - IFT Non-Emergency,,2024-07-01,1467744367,,AmWest Ambulance,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,County-wide IFT,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95363, 95367, 95368, 95380, 95382, 95386, 95387",A0428,2860.0,IFT,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - IFT Non-Emergency,,2024-07-01,1467744367,,AmWest Ambulance,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,County-wide IFT,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95363, 95367, 95368, 95380, 95382, 95386, 95387",A0434,9100.0,IFT,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - IFT Non-Emergency,,2024-07-01,1467744367,,AmWest Ambulance,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,Zone 5,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95363, 95367, 95368, 95380, 95382, 95386, 95387",A0425,80.0,IFT,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - IFT Non-Emergency,,2024-07-01,,,America West,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,Zone 5,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95363, 95367, 95368, 95380, 95382, 95386, 95387",A0428,3900.0,IFT,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - IFT Non-Emergency,,2024-07-01,,,America West,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,Zone 5,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95367, 95368, 95380, 95382, 95386, 95387",A0425,80.57,911,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - 911 Emergency,,2024-07-01,1134147150,,American Medical Response,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,Zone 5,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95367, 95368, 95380, 95382, 95386, 95387",A0427,3680.31,911,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - 911 Emergency,,2024-07-01,1134147150,,American Medical Response,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,Zone 5,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95367, 95368, 95380, 95382, 95386, 95387",A0429,2622.96,911,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - 911 Emergency,,2024-07-01,1134147150,,American Medical Response,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
Stanislaus,Zone 5,"95307, 95313, 95316, 95319, 95323, 95326, 95328, 95329, 95350, 95351, 95354, 95355, 95356, 95357, 95358, 95360, 95361, 95367, 95368, 95380, 95382, 95386, 95387",A0998,346.58,911,contracted,https://oes.stancounty.gov/divisions/emergency-medical-services-agency/ambulance-rates,Verified from Stanislaus County EMS Agency ambulance rates webpage - 911 Emergency,,2024-07-01,1134147150,,American Medical Response,Verified,"Source is Stanislaus County EMS Agency rates webpage (HTML table). County sets 911 emergency rates for exclusive operating area providers; IFT providers file their own rates (county does not set/limit IFT rates). 911 zones: Zone 4 & D (Del Puerto), Zone 5 (AMR), Zone A (Oak Valley), Zone W (Westside). HCPCS mapping: 911 uses A0427 (ALS-E), A0429 (BLS-E), A0433 (ALS2), A0998 (non-transport), A0425 (mileage); IFT uses A0426 (ALS-NE), A0428 (BLS-NE), A0434 (SCT/CCT), A0425 (mileage)."
